values,Month,Area,Notes
56,Nov-23,Gwynedd,
35,Nov-23,Merthyr Tydfil,
31,Nov-23,Monmouthshire,
67,Nov-23,Neath Port Talbot,
96,Nov-23,Newport,
33,Nov-23,Pembrokeshire,
32,Nov-23,Powys,
81,Nov-23,"Rhondda, Cynon, Taff",
85,Nov-23,Swansea,
38,Nov-23,Torfaen,
61,Nov-23,Vale of Glamorgan,
83,Nov-23,Wrexham,
964,Dec-23,Wales,Total
21,Dec-23,Isle of Anglesey,
33,Dec-23,Blaenau Gwent,
43,Dec-23,Bridgend,
48,Dec-23,Caerphilly,
126,Dec-23,Cardiff,
66,Dec-23,Carmarthenshire,
19,Dec-23,Ceredigion,
37,Dec-23,Conwy,
29,Dec-23,Denbighshire,
33,Dec-23,Flintshire,
35,Dec-23,Gwynedd,
24,Dec-23,Merthyr Tydfil,
19,Dec-23,Monmouthshire,
64,Dec-23,Neath Port Talbot,
71,Dec-23,Newport,
26,Dec-23,Pembrokeshire,
34,Dec-23,Powys,
66,Dec-23,"Rhondda, Cynon, Taff",
49,Dec-23,Swansea,
33,Dec-23,Torfaen,
35,Dec-23,Vale of Glamorgan,
53,Dec-23,Wrexham,
1094,Jan-24,Wales,Total
28,Jan-24,Isle of Anglesey,
25,Jan-24,Blaenau Gwent,
47,Jan-24,Bridgend,
53,Jan-24,Caerphilly,
173,Jan-24,Cardiff,
67,Jan-24,Carmarthenshire,
19,Jan-24,Ceredigion,
45,Jan-24,Conwy,
47,Jan-24,Denbighshire,
39,Jan-24,Flintshire,
40,Jan-24,Gwynedd,
18,Jan-24,Merthyr Tydfil,
26,Jan-24,Monmouthshire,
53,Jan-24,Neath Port Talbot,
90,Jan-24,Newport,
24,Jan-24,Pembrokeshire,
31,Jan-24,Powys,
57,Jan-24,"Rhondda, Cynon, Taff",
67,Jan-24,Swansea,
28,Jan-24,Torfaen,
44,Jan-24,Vale of Glamorgan,
73,Jan-24,Wrexham,
1113,Feb-24,Wales,Total
30,Feb-24,Isle of Anglesey,
21,Feb-24,Blaenau Gwent,
29,Feb-24,Bridgend,
68,Feb-24,Caerphilly,
164,Feb-24,Cardiff,
61,Feb-24,Carmarthenshire,
22,Feb-24,Ceredigion,
36,Feb-24,Conwy,
37,Feb-24,Denbighshire,
41,Feb-24,Flintshire,
35,Feb-24,Gwynedd,
25,Feb-24,Merthyr Tydfil,
19,Feb-24,Monmouthshire,
63,Feb-24,Neath Port Talbot,
92,Feb-24,Newport,
16,Feb-24,Pembrokeshire,
43,Feb-24,Powys,
75,Feb-24,"Rhondda, Cynon, Taff",
86,Feb-24,Swansea,
31,Feb-24,Torfaen,
58,Feb-24,Vale of Glamorgan,
61,Feb-24,Wrexham,
978,Mar-24,Wales,Total
31,Mar-24,Isle of Anglesey,
29,Mar-24,Blaenau Gwent,
40,Mar-24,Bridgend,
47,Mar-24,Caerphilly,
141,Mar-24,Cardiff,
63,Mar-24,Carmarthenshire,
20,Mar-24,Ceredigion,
32,Mar-24,Conwy,
36,Mar-24,Denbighshire,
40,Mar-24,Flintshire,
25,Mar-24,Gwynedd,
29,Mar-24,Merthyr Tydfil,
20,Mar-24,Monmouthshire,
44,Mar-24,Neath Port Talbot,
70,Mar-24,Newport,
14,Mar-24,Pembrokeshire,
33,Mar-24,Powys,
63,Mar-24,"Rhondda, Cynon, Taff",
74,Mar-24,Swansea,
22,Mar-24,Torfaen,
55,Mar-24,Vale of Glamorgan,
50,Mar-24,Wrexham,
921,Apr-24,Wales,Total
17,Apr-24,Isle of Anglesey,
24,Apr-24,Blaenau Gwent,
49,Apr-24,Bridgend,
35,Apr-24,Caerphilly,
168,Apr-24,Cardiff,
58,Apr-24,Carmarthenshire,
19,Apr-24,Ceredigion,
27,Apr-24,Conwy,
40,Apr-24,Denbighshire,
22,Apr-24,Flintshire,
28,Apr-24,Gwynedd,
24,Apr-24,Merthyr Tydfil,
8,Apr-24,Monmouthshire,
39,Apr-24,Neath Port Talbot,
67,Apr-24,Newport,
16,Apr-24,Pembrokeshire,
28,Apr-24,Powys,
50,Apr-24,"Rhondda, Cynon, Taff",
60,Apr-24,Swansea,
26,Apr-24,Torfaen,
55,Apr-24,Vale of Glamorgan,
61,Apr-24,Wrexham,
895,May-24,Wales,Total
8,May-24,Isle of Anglesey,
25,May-24,Blaenau Gwent,
48,May-24,Bridgend,
27,May-24,Caerphilly,
159,May-24,Cardiff,
53,May-24,Carmarthenshire,
13,May-24,Ceredigion,
20,May-24,Conwy,
36,May-24,Denbighshire,
41,May-24,Flintshire,
19,May-24,Gwynedd,
20,May-24,Merthyr Tydfil,
23,May-24,Monmouthshire,
37,May-24,Neath Port Talbot,
65,May-24,Newport,
20,May-24,Pembrokeshire,
24,May-24,Powys,
47,May-24,"Rhondda, Cynon, Taff",
78,May-24,Swansea,
28,May-24,Torfaen,
51,May-24,Vale of Glamorgan,
53,May-24,Wrexham,
815,Jun-24,Wales,Total
16,Jun-24,Isle of Anglesey,
19,Jun-24,Blaenau Gwent,
36,Jun-24,Bridgend,
31,Jun-24,Caerphilly,
141,Jun-24,Cardiff,
56,Jun-24,Carmarthenshire,
11,Jun-24,Ceredigion,
24,Jun-24,Conwy,
29,Jun-24,Denbighshire,
31,Jun-24,Flintshire,
22,Jun-24,Gwynedd,
16,Jun-24,Merthyr Tydfil,
14,Jun-24,Monmouthshire,
38,Jun-24,Neath Port Talbot,
55,Jun-24,Newport,
14,Jun-24,Pembrokeshire,
25,Jun-24,Powys,
49,Jun-24,"Rhondda, Cynon, Taff",
59,Jun-24,Swansea,
31,Jun-24,Torfaen,
52,Jun-24,Vale of Glamorgan,
46,Jun-24,Wrexham,
867,Jul-24,Wales,Total
23,Jul-24,Isle of Anglesey,
21,Jul-24,Blaenau Gwent,
30,Jul-24,Bridgend,
47,Jul-24,Caerphilly,
120,Jul-24,Cardiff,
64,Jul-24,Carmarthenshire,
15,Jul-24,Ceredigion,
27,Jul-24,Conwy,
27,Jul-24,Denbighshire,
31,Jul-24,Flintshire,
31,Jul-24,Gwynedd,
12,Jul-24,Merthyr Tydfil,
21,Jul-24,Monmouthshire,
42,Jul-24,Neath Port Talbot,
71,Jul-24,Newport,
23,Jul-24,Pembrokeshire,
32,Jul-24,Powys,
52,Jul-24,"Rhondda, Cynon, Taff",
58,Jul-24,Swansea,
21,Jul-24,Torfaen,
40,Jul-24,Vale of Glamorgan,
59,Jul-24,Wrexham,
811,Aug-24,Wales,Total
19,Aug-24,Isle of Anglesey,
13,Aug-24,Blaenau Gwent,
34,Aug-24,Bridgend,
34,Aug-24,Caerphilly,
155,Aug-24,Cardiff,
72,Aug-24,Carmarthenshire,
13,Aug-24,Ceredigion,
23,Aug-24,Conwy,
29,Aug-24,Denbighshire,
29,Aug-24,Flintshire,
19,Aug-24,Gwynedd,
15,Aug-24,Merthyr Tydfil,
21,Aug-24,Monmouthshire,
41,Aug-24,Neath Port Talbot,
60,Aug-24,Newport,
18,Aug-24,Pembrokeshire,
18,Aug-24,Powys,
47,Aug-24,"Rhondda, Cynon, Taff",
39,Aug-24,Swansea,
19,Aug-24,Torfaen,
46,Aug-24,Vale of Glamorgan,
47,Aug-24,Wrexham,
879,Sep-24,Wales,Total
12,Sep-24,Isle of Anglesey,
17,Sep-24,Blaenau Gwent,
42,Sep-24,Bridgend,
37,Sep-24,Caerphilly,
161,Sep-24,Cardiff,
55,Sep-24,Carmarthenshire,
19,Sep-24,Ceredigion,
23,Sep-24,Conwy,
41,Sep-24,Denbighshire,
32,Sep-24,Flintshire,
28,Sep-24,Gwynedd,
25,Sep-24,Merthyr Tydfil,
20,Sep-24,Monmouthshire,
43,Sep-24,Neath Port Talbot,
62,Sep-24,Newport,
16,Sep-24,Pembrokeshire,
35,Sep-24,Powys,
50,Sep-24,"Rhondda, Cynon, Taff",
63,Sep-24,Swansea,
21,Sep-24,Torfaen,
31,Sep-24,Vale of Glamorgan,
46,Sep-24,Wrexham,
737,Oct-24,Wales,Total
10,Oct-24,Isle of Anglesey,
13,Oct-24,Blaenau Gwent,
18,Oct-24,Bridgend,
38,Oct-24,Caerphilly,
99,Oct-24,Cardiff,
43,Oct-24,Carmarthenshire,
7,Oct-24,Ceredigion,
28,Oct-24,Conwy,
29,Oct-24,Denbighshire,
25,Oct-24,Flintshire,
36,Oct-24,Gwynedd,
23,Oct-24,Merthyr Tydfil,
24,Oct-24,Monmouthshire,
35,Oct-24,Neath Port Talbot,
53,Oct-24,Newport,
20,Oct-24,Pembrokeshire,
24,Oct-24,Powys,
50,Oct-24,"Rhondda, Cynon, Taff",
59,Oct-24,Swansea,
27,Oct-24,Torfaen,
33,Oct-24,Vale of Glamorgan,
43,Oct-24,Wrexham,
726,Nov-24,Wales,Total
14,Nov-24,Isle of Anglesey,
19,Nov-24,Blaenau Gwent,
28,Nov-24,Bridgend,
34,Nov-24,Caerphilly,
112,Nov-24,Cardiff,
56,Nov-24,Carmarthenshire,
11,Nov-24,Ceredigion,
25,Nov-24,Conwy,
24,Nov-24,Denbighshire,
31,Nov-24,Flintshire,
28,Nov-24,Gwynedd,
14,Nov-24,Merthyr Tydfil,
16,Nov-24,Monmouthshire,
39,Nov-24,Neath Port Talbot,
55,Nov-24,Newport,
16,Nov-24,Pembrokeshire,
20,Nov-24,Powys,
48,Nov-24,"Rhondda, Cynon, Taff",
43,Nov-24,Swansea,
12,Nov-24,Torfaen,
33,Nov-24,Vale of Glamorgan,
48,Nov-24,Wrexham,
592,Dec-24,Wales,Total
10,Dec-24,Isle of Anglesey,
10,Dec-24,Blaenau Gwent,
20,Dec-24,Bridgend,
24,Dec-24,Caerphilly,
91,Dec-24,Cardiff,
22,Dec-24,Carmarthenshire,
9,Dec-24,Ceredigion,
27,Dec-24,Conwy,
36,Dec-24,Denbighshire,
28,Dec-24,Flintshire,
15,Dec-24,Gwynedd,
18,Dec-24,Merthyr Tydfil,
22,Dec-24,Monmouthshire,
29,Dec-24,Neath Port Talbot,
72,Dec-24,Newport,
12,Dec-24,Pembrokeshire,
10,Dec-24,Powys,
37,Dec-24,"Rhondda, Cynon, Taff",
38,Dec-24,Swansea,
11,Dec-24,Torfaen,
25,Dec-24,Vale of Glamorgan,
26,Dec-24,Wrexham,
701,Jan-25,Wales,Total
13,Jan-25,Isle of Anglesey,
16,Jan-25,Blaenau Gwent,
32,Jan-25,Bridgend,
21,Jan-25,Caerphilly,
121,Jan-25,Cardiff,
38,Jan-25,Carmarthenshire,
8,Jan-25,Ceredigion,
19,Jan-25,Conwy,
25,Jan-25,Denbighshire,
35,Jan-25,Flintshire,
25,Jan-25,Gwynedd,
17,Jan-25,Merthyr Tydfil,
19,Jan-25,Monmouthshire,
45,Jan-25,Neath Port Talbot,
58,Jan-25,Newport,
17,Jan-25,Pembrokeshire,
21,Jan-25,Powys,
46,Jan-25,"Rhondda, Cynon, Taff",
34,Jan-25,Swansea,
20,Jan-25,Torfaen,
27,Jan-25,Vale of Glamorgan,
44,Jan-25,Wrexham,
751,Feb-25,Wales,Total
16,Feb-25,Isle of Anglesey,
23,Feb-25,Blaenau Gwent,
30,Feb-25,Bridgend,
44,Feb-25,Caerphilly,
119,Feb-25,Cardiff,
41,Feb-25,Carmarthenshire,
19,Feb-25,Ceredigion,
21,Feb-25,Conwy,
26,Feb-25,Denbighshire,
29,Feb-25,Flintshire,
22,Feb-25,Gwynedd,
23,Feb-25,Merthyr Tydfil,
9,Feb-25,Monmouthshire,
30,Feb-25,Neath Port Talbot,
58,Feb-25,Newport,
14,Feb-25,Pembrokeshire,
18,Feb-25,Powys,
68,Feb-25,"Rhondda, Cynon, Taff",
49,Feb-25,Swansea,
25,Feb-25,Torfaen,
40,Feb-25,Vale of Glamorgan,
27,Feb-25,Wrexham,
798,Mar-25,Wales,Total
20,Mar-25,Isle of Anglesey,
22,Mar-25,Blaenau Gwent,
32,Mar-25,Bridgend,
45,Mar-25,Caerphilly,
146,Mar-25,Cardiff,
52,Mar-25,Carmarthenshire,
18,Mar-25,Ceredigion,
22,Mar-25,Conwy,
42,Mar-25,Denbighshire,
24,Mar-25,Flintshire,
35,Mar-25,Gwynedd,
21,Mar-25,Merthyr Tydfil,
14,Mar-25,Monmouthshire,
34,Mar-25,Neath Port Talbot,
44,Mar-25,Newport,
11,Mar-25,Pembrokeshire,
23,Mar-25,Powys,
53,Mar-25,"Rhondda, Cynon, Taff",
58,Mar-25,Swansea,
20,Mar-25,Torfaen,
28,Mar-25,Vale of Glamorgan,
34,Mar-25,Wrexham,
864,Apr-25,Wales,Total
17,Apr-25,Isle of Anglesey,
11,Apr-25,Blaenau Gwent,
37,Apr-25,Bridgend,
59,Apr-25,Caerphilly,
146,Apr-25,Cardiff,
49,Apr-25,Carmarthenshire,
17,Apr-25,Ceredigion,
24,Apr-25,Conwy,
32,Apr-25,Denbighshire,
45,Apr-25,Flintshire,
41,Apr-25,Gwynedd,
26,Apr-25,Merthyr Tydfil,
18,Apr-25,Monmouthshire,
34,Apr-25,Neath Port Talbot,
60,Apr-25,Newport,
20,Apr-25,Pembrokeshire,
17,Apr-25,Powys,
63,Apr-25,"Rhondda, Cynon, Taff",
54,Apr-25,Swansea,
25,Apr-25,Torfaen,
31,Apr-25,Vale of Glamorgan,
38,Apr-25,Wrexham,
816,May-25,Wales,Total
12,May-25,Isle of Anglesey,
21,May-25,Blaenau Gwent,
25,May-25,Bridgend,
42,May-25,Caerphilly,
160,May-25,Cardiff,
49,May-25,Carmarthenshire,
15,May-25,Ceredigion,
26,May-25,Conwy,
37,May-25,Denbighshire,
28,May-25,Flintshire,
28,May-25,Gwynedd,
22,May-25,Merthyr Tydfil,
17,May-25,Monmouthshire,
41,May-25,Neath Port Talbot,
61,May-25,Newport,
12,May-25,Pembrokeshire,
19,May-25,Powys,
51,May-25,"Rhondda, Cynon, Taff",
54,May-25,Swansea,
30,May-25,Torfaen,
31,May-25,Vale of Glamorgan,
35,May-25,Wrexham,
928,Jun-25,Wales,Total
19,Jun-25,Isle of Anglesey,
28,Jun-25,Blaenau Gwent,
45,Jun-25,Bridgend,
51,Jun-25,Caerphilly,
123,Jun-25,Cardiff,
75,Jun-25,Carmarthenshire,
20,Jun-25,Ceredigion,
16,Jun-25,Conwy,
48,Jun-25,Denbighshire,
30,Jun-25,Flintshire,
43,Jun-25,Gwynedd,
21,Jun-25,Merthyr Tydfil,
20,Jun-25,Monmouthshire,
68,Jun-25,Neath Port Talbot,
48,Jun-25,Newport,
21,Jun-25,Pembrokeshire,
28,Jun-25,Powys,
56,Jun-25,"Rhondda, Cynon, Taff",
47,Jun-25,Swansea,
29,Jun-25,Torfaen,
47,Jun-25,Vale of Glamorgan,
45,Jun-25,Wrexham,
1023,Jul-25,Wales,Total
19,Jul-25,Isle of Anglesey,
26,Jul-25,Blaenau Gwent,
32,Jul-25,Bridgend,
66,Jul-25,Caerphilly,
162,Jul-25,Cardiff,
68,Jul-25,Carmarthenshire,
8,Jul-25,Ceredigion,
30,Jul-25,Conwy,
49,Jul-25,Denbighshire,
27,Jul-25,Flintshire,
49,Jul-25,Gwynedd,
26,Jul-25,Merthyr Tydfil,
14,Jul-25,Monmouthshire,
68,Jul-25,Neath Port Talbot,
71,Jul-25,Newport,
31,Jul-25,Pembrokeshire,
45,Jul-25,Powys,
52,Jul-25,"Rhondda, Cynon, Taff",
75,Jul-25,Swansea,
35,Jul-25,Torfaen,
26,Jul-25,Vale of Glamorgan,
44,Jul-25,Wrexham,
879,Aug-25,Wales,Total
17,Aug-25,Isle of Anglesey,
17,Aug-25,Blaenau Gwent,
27,Aug-25,Bridgend,
55,Aug-25,Caerphilly,
148,Aug-25,Cardiff,
61,Aug-25,Carmarthenshire,
13,Aug-25,Ceredigion,
30,Aug-25,Conwy,
36,Aug-25,Denbighshire,
36,Aug-25,Flintshire,
37,Aug-25,Gwynedd,
26,Aug-25,Merthyr Tydfil,
16,Aug-25,Monmouthshire,
39,Aug-25,Neath Port Talbot,
48,Aug-25,Newport,
17,Aug-25,Pembrokeshire,
41,Aug-25,Powys,
51,Aug-25,"Rhondda, Cynon, Taff",
49,Aug-25,Swansea,
35,Aug-25,Torfaen,
42,Aug-25,Vale of Glamorgan,
38,Aug-25,Wrexham,
1550431,Apr-23,Wales,Total
27854,Apr-23,Isle of Anglesey,
62713,Apr-23,Blaenau Gwent,
71208,Apr-23,Bridgend,
102569,Apr-23,Caerphilly,
190176,Apr-23,Cardiff,
67164,Apr-23,Carmarthenshire,
12559,Apr-23,Ceredigion,
45807,Apr-23,Conwy,
46947,Apr-23,Denbighshire,
52676,Apr-23,Flintshire,
41623,Apr-23,Gwynedd,
60716,Apr-23,Merthyr Tydfil,
18130,Apr-23,Monmouthshire,
84795,Apr-23,Neath Port Talbot,
113000,Apr-23,Newport,
34989,Apr-23,Pembrokeshire,
22891,Apr-23,Powys,
177390,Apr-23,"Rhondda, Cynon, Taff",
132902,Apr-23,Swansea,
48205,Apr-23,Torfaen,
51599,Apr-23,Vale of Glamorgan,
84518,Apr-23,Wrexham,
1315937,May-23,Wales,Total
22305,May-23,Isle of Anglesey,
53290,May-23,Blaenau Gwent,
61860,May-23,Bridgend,
88446,May-23,Caerphilly,
166533,May-23,Cardiff,
55279,May-23,Carmarthenshire,
12479,May-23,Ceredigion,
36340,May-23,Conwy,
39069,May-23,Denbighshire,
45688,May-23,Flintshire,
35721,May-23,Gwynedd,
49817,May-23,Merthyr Tydfil,
17708,May-23,Monmouthshire,
65992,May-23,Neath Port Talbot,
103301,May-23,Newport,
29328,May-23,Pembrokeshire,
18473,May-23,Powys,
137091,May-23,"Rhondda, Cynon, Taff",
103003,May-23,Swansea,
48256,May-23,Torfaen,
45630,May-23,Vale of Glamorgan,
80328,May-23,Wrexham,
1488319,Jun-23,Wales,Total
27259,Jun-23,Isle of Anglesey,
54113,Jun-23,Blaenau Gwent,
71409,Jun-23,Bridgend,
102913,Jun-23,Caerphilly,
192951,Jun-23,Cardiff,
63752,Jun-23,Carmarthenshire,
14993,Jun-23,Ceredigion,
42315,Jun-23,Conwy,
44097,Jun-23,Denbighshire,
50104,Jun-23,Flintshire,
43206,Jun-23,Gwynedd,
58903,Jun-23,Merthyr Tydfil,
20248,Jun-23,Monmouthshire,
77613,Jun-23,Neath Port Talbot,
111451,Jun-23,Newport,
27986,Jun-23,Pembrokeshire,
22689,Jun-23,Powys,
157963,Jun-23,"Rhondda, Cynon, Taff",
112295,Jun-23,Swansea,
54703,Jun-23,Torfaen,
51211,Jun-23,Vale of Glamorgan,
86145,Jun-23,Wrexham,
1294892,Jul-23,Wales,Total
25513,Jul-23,Isle of Anglesey,
48643,Jul-23,Blaenau Gwent,
65538,Jul-23,Bridgend,
82546,Jul-23,Caerphilly,
168183,Jul-23,Cardiff,
54351,Jul-23,Carmarthenshire,
12688,Jul-23,Ceredigion,
38070,Jul-23,Conwy,
37366,Jul-23,Denbighshire,
45077,Jul-23,Flintshire,
32558,Jul-23,Gwynedd,
44183,Jul-23,Merthyr Tydfil,
17803,Jul-23,Monmouthshire,
72713,Jul-23,Neath Port Talbot,
95861,Jul-23,Newport,
27072,Jul-23,Pembrokeshire,
22962,Jul-23,Powys,
128464,Jul-23,"Rhondda, Cynon, Taff",
104353,Jul-23,Swansea,
48584,Jul-23,Torfaen,
45680,Jul-23,Vale of Glamorgan,
76684,Jul-23,Wrexham,
1216487,Aug-23,Wales,Total
21750,Aug-23,Isle of Anglesey,
41335,Aug-23,Blaenau Gwent,
58199,Aug-23,Bridgend,
79924,Aug-23,Caerphilly,
166031,Aug-23,Cardiff,
57972,Aug-23,Carmarthenshire,
12008,Aug-23,Ceredigion,
33475,Aug-23,Conwy,
39295,Aug-23,Denbighshire,
41422,Aug-23,Flintshire,
30840,Aug-23,Gwynedd,
38212,Aug-23,Merthyr Tydfil,
16018,Aug-23,Monmouthshire,
64937,Aug-23,Neath Port Talbot,
91921,Aug-23,Newport,
29869,Aug-23,Pembrokeshire,
20882,Aug-23,Powys,
122687,Aug-23,"Rhondda, Cynon, Taff",
94169,Aug-23,Swansea,
43784,Aug-23,Torfaen,
44559,Aug-23,Vale of Glamorgan,
67198,Aug-23,Wrexham,
1383537,Sep-23,Wales,Total
23552,Sep-23,Isle of Anglesey,
51040,Sep-23,Blaenau Gwent,
66367,Sep-23,Bridgend,
86966,Sep-23,Caerphilly,
179717,Sep-23,Cardiff,
68025,Sep-23,Carmarthenshire,
15761,Sep-23,Ceredigion,
39582,Sep-23,Conwy,
40833,Sep-23,Denbighshire,
52333,Sep-23,Flintshire,
35837,Sep-23,Gwynedd,
44714,Sep-23,Merthyr Tydfil,
19852,Sep-23,Monmouthshire,
70437,Sep-23,Neath Port Talbot,
102239,Sep-23,Newport,
34937,Sep-23,Pembrokeshire,
23569,Sep-23,Powys,
135455,Sep-23,"Rhondda, Cynon, Taff",
109801,Sep-23,Swansea,
50665,Sep-23,Torfaen,
55078,Sep-23,Vale of Glamorgan,
76777,Sep-23,Wrexham,
1481072,Oct-23,Wales,Total
27092,Oct-23,Isle of Anglesey,
59647,Oct-23,Blaenau Gwent,
66724,Oct-23,Bridgend,
101354,Oct-23,Caerphilly,
184839,Oct-23,Cardiff,
64172,Oct-23,Carmarthenshire,
13964,Oct-23,Ceredigion,
43916,Oct-23,Conwy,
49792,Oct-23,Denbighshire,
59812,Oct-23,Flintshire,
37955,Oct-23,Gwynedd,
44448,Oct-23,Merthyr Tydfil,
24682,Oct-23,Monmouthshire,
74445,Oct-23,Neath Port Talbot,
106338,Oct-23,Newport,
34729,Oct-23,Pembrokeshire,
23442,Oct-23,Powys,
149115,Oct-23,"Rhondda, Cynon, Taff",
116165,Oct-23,Swansea,
52081,Oct-23,Torfaen,
56012,Oct-23,Vale of Glamorgan,
90348,Oct-23,Wrexham,
1494650,Nov-23,Wales,Total
24041,Nov-23,Isle of Anglesey,
57479,Nov-23,Blaenau Gwent,
72711,Nov-23,Bridgend,
95191,Nov-23,Caerphilly,
178631,Nov-23,Cardiff,
73945,Nov-23,Carmarthenshire,
16834,Nov-23,Ceredigion,
44980,Nov-23,Conwy,
51013,Nov-23,Denbighshire,
53175,Nov-23,Flintshire,
45777,Nov-23,Gwynedd,
49881,Nov-23,Merthyr Tydfil,
21899,Nov-23,Monmouthshire,
79247,Nov-23,Neath Port Talbot,
97586,Nov-23,Newport,
37795,Nov-23,Pembrokeshire,
22305,Nov-23,Powys,
164058,Nov-23,"Rhondda, Cynon, Taff",
117726,Nov-23,Swansea,
54716,Nov-23,Torfaen,
50478,Nov-23,Vale of Glamorgan,
85182,Nov-23,Wrexham,
1535135,Dec-23,Wales,Total
26081,Dec-23,Isle of Anglesey,
54987,Dec-23,Blaenau Gwent,
73239,Dec-23,Bridgend,
92663,Dec-23,Caerphilly,
195161,Dec-23,Cardiff,
78582,Dec-23,Carmarthenshire,
15139,Dec-23,Ceredigion,
47218,Dec-23,Conwy,
52816,Dec-23,Denbighshire,
57776,Dec-23,Flintshire,
47828,Dec-23,Gwynedd,
50837,Dec-23,Merthyr Tydfil,
23437,Dec-23,Monmouthshire,
79062,Dec-23,Neath Port Talbot,
119121,Dec-23,Newport,
40868,Dec-23,Pembrokeshire,
22885,Dec-23,Powys,
137804,Dec-23,"Rhondda, Cynon, Taff",
123210,Dec-23,Swansea,
56573,Dec-23,Torfaen,
52557,Dec-23,Vale of Glamorgan,
87291,Dec-23,Wrexham,
2168081,Jan-24,Wales,Total
40529,Jan-24,Isle of Anglesey,
81967,Jan-24,Blaenau Gwent,
106110,Jan-24,Bridgend,
140520,Jan-24,Caerphilly,
272301,Jan-24,Cardiff,
99458,Jan-24,Carmarthenshire,
20517,Jan-24,Ceredigion,
63981,Jan-24,Conwy,
74081,Jan-24,Denbighshire,
82365,Jan-24,Flintshire,
68289,Jan-24,Gwynedd,
75264,Jan-24,Merthyr Tydfil,
29432,Jan-24,Monmouthshire,
109079,Jan-24,Neath Port Talbot,
158494,Jan-24,Newport,
50254,Jan-24,Pembrokeshire,
33540,Jan-24,Powys,
214230,Jan-24,"Rhondda, Cynon, Taff",
168697,Jan-24,Swansea,
82668,Jan-24,Torfaen,
78331,Jan-24,Vale of Glamorgan,
117974,Jan-24,Wrexham,
1525533,Feb-24,Wales,Total
27601,Feb-24,Isle of Anglesey,
56097,Feb-24,Blaenau Gwent,
70343,Feb-24,Bridgend,
96301,Feb-24,Caerphilly,
191333,Feb-24,Cardiff,
72562,Feb-24,Carmarthenshire,
10627,Feb-24,Ceredigion,
45916,Feb-24,Conwy,
49135,Feb-24,Denbighshire,
59651,Feb-24,Flintshire,
49796,Feb-24,Gwynedd,
53963,Feb-24,Merthyr Tydfil,
22980,Feb-24,Monmouthshire,
76744,Feb-24,Neath Port Talbot,
112125,Feb-24,Newport,
33339,Feb-24,Pembrokeshire,
23233,Feb-24,Powys,
146106,Feb-24,"Rhondda, Cynon, Taff",
119821,Feb-24,Swansea,
59312,Feb-24,Torfaen,
62643,Feb-24,Vale of Glamorgan,
85905,Feb-24,Wrexham,
1880279,Mar-24,Wales,Total
29137,Mar-24,Isle of Anglesey,
76325,Mar-24,Blaenau Gwent,
86428,Mar-24,Bridgend,
127300,Mar-24,Caerphilly,
239857,Mar-24,Cardiff,
78260,Mar-24,Carmarthenshire,
15045,Mar-24,Ceredigion,
54655,Mar-24,Conwy,
60166,Mar-24,Denbighshire,
73863,Mar-24,Flintshire,
54017,Mar-24,Gwynedd,
63948,Mar-24,Merthyr Tydfil,
27273,Mar-24,Monmouthshire,
95786,Mar-24,Neath Port Talbot,
140933,Mar-24,Newport,
42969,Mar-24,Pembrokeshire,
30689,Mar-24,Powys,
189461,Mar-24,"Rhondda, Cynon, Taff",
152067,Mar-24,Swansea,
73138,Mar-24,Torfaen,
68545,Mar-24,Vale of Glamorgan,
100417,Mar-24,Wrexham,
1905321,Apr-24,Wales,Total
29329,Apr-24,Isle of Anglesey,
73022,Apr-24,Blaenau Gwent,
99980,Apr-24,Bridgend,
127286,Apr-24,Caerphilly,
243030,Apr-24,Cardiff,
82982,Apr-24,Carmarthenshire,
16195,Apr-24,Ceredigion,
54098,Apr-24,Conwy,
57864,Apr-24,Denbighshire,
74744,Apr-24,Flintshire,
56241,Apr-24,Gwynedd,
66231,Apr-24,Merthyr Tydfil,
24898,Apr-24,Monmouthshire,
97577,Apr-24,Neath Port Talbot,
138018,Apr-24,Newport,
39978,Apr-24,Pembrokeshire,
30854,Apr-24,Powys,
198106,Apr-24,"Rhondda, Cynon, Taff",
151898,Apr-24,Swansea,
66879,Apr-24,Torfaen,
69111,Apr-24,Vale of Glamorgan,
107000,Apr-24,Wrexham,
1716516,May-24,Wales,Total
27688,May-24,Isle of Anglesey,
73300,May-24,Blaenau Gwent,
80030,May-24,Bridgend,
107764,May-24,Caerphilly,
222572,May-24,Cardiff,
77990,May-24,Carmarthenshire,
15236,May-24,Ceredigion,
49114,May-24,Conwy,
50194,May-24,Denbighshire,
62613,May-24,Flintshire,
51683,May-24,Gwynedd,
58326,May-24,Merthyr Tydfil,
26686,May-24,Monmouthshire,
92692,May-24,Neath Port Talbot,
124854,May-24,Newport,
38491,May-24,Pembrokeshire,
23884,May-24,Powys,
182021,May-24,"Rhondda, Cynon, Taff",
137874,May-24,Swansea,
60783,May-24,Torfaen,
60125,May-24,Vale of Glamorgan,
92596,May-24,Wrexham,
1537970,Jun-24,Wales,Total
23494,Jun-24,Isle of Anglesey,
57042,Jun-24,Blaenau Gwent,
73226,Jun-24,Bridgend,
103425,Jun-24,Caerphilly,
196671,Jun-24,Cardiff,
71336,Jun-24,Carmarthenshire,
13974,Jun-24,Ceredigion,
43329,Jun-24,Conwy,
43986,Jun-24,Denbighshire,
52128,Jun-24,Flintshire,
44105,Jun-24,Gwynedd,
