LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
868,Windsor and Maidenhead,"The King's House School, Windsor",Independent schools,Mixed,Christian,44.0,20.0,24.0,,77a Frances Road,,Windsor,50,Berkshire,SL4 3AQ,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,496534,176024,Windsor and Maidenhead 015,Windsor and Maidenhead 015A,King’s Church International,0,,E02003435,E01016546,,51.47495208913900,-0.6114388738184440
313,Hounslow,The St Michael Steiner School,Independent schools,Mixed,,132.0,62.0,70.0,,Park Road,,London,99,,TW13 6PN,H,London,E09000018,Hounslow,E09000018,E09000018,511565,171816,Hounslow 026,Hounslow 026E,St Michael Steiner School Ltd,0,,E02000551,E01002615,,51.43436935063010,-0.3964247120455920
202,Camden,La Petite Ecole Bilingue,Independent schools,Mixed,,100.0,54.0,46.0,,22 Vicar's Road,,London,99,,NW5 4NL,H,London,E09000007,Camden,E09000007,E09000007,528155,185326,Camden 007,Camden 007A,Anne HENDERSON STEWART,0,,E02000172,E01000889,,51.55227523783660,-0.15298571184774900
316,Newham,Hafs Academy,Independent schools,Boys,,71.0,71.0,0.0,,Unit 3,Stratford,London,99,,E15 1JW,H,London,E09000025,Newham,E09000025,E09000025,538987,185161,Newham 012,Newham 012A,Hafs Academy Trust,0,,E02000725,E01003616,,51.548230626097800,0.0030827958416387100
916,Gloucestershire,OneSchoolGlobal Bristol Campus,Independent schools,Mixed,Plymouth Brethren Christian Church,108.0,54.0,54.0,,Station Road,Berkeley,Gloucestershire,13,Gloucestershire,GL13 9RS,K,South West,E07000082,Stroud,E10000013,E10000013,368317,201213,Stroud 012,Stroud 012B,OneSchool Global UK,0,,E02004662,E01022352,,51.708750890760400,-2.4599287759520400
931,Oxfordshire,The Treehouse School,Independent schools,Mixed,,12.0,8.0,4.0,,37 Wallingford Road,,Cholsey,28,Oxfordshire,OX10 9LG,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,458915,186804,South Oxfordshire 015,South Oxfordshire 015H,The Treehouse Trust C/O Slade Leagal,0,,E02005972,E01035751,,51.57703015438790,-1.1512152468605600
935,Suffolk,Include Suffolk,Independent schools,Mixed,,50.0,42.0,8.0,,"House 1, the Ashley School",,Lowestoft,99,,NR32 4EX,G,East of England,E07000244,East Suffolk,E10000029,E10000029,654233,294475,East Suffolk 002,East Suffolk 002B,Catch 22 Ltd,GB,United Kingdom,E02006303,E01030262,,52.48889410458060,1.7433651168103500
870,Reading,Trinity Christian School,Independent schools,Mixed,Christian,30.0,19.0,11.0,,62 London Road,,Reading,99,,RG1 5AS,J,South East,E06000038,Reading,E06000038,E06000038,472677,173047,Reading 014,Reading 014F,Trinity School Trust,GB,United Kingdom,E02003402,E01016414,,51.45175195173860,-0.955485312501908
350,Bolton,Al-Huda Primary School,Independent schools,Mixed,,167.0,69.0,98.0,,3 Hennon Street,,Bolton,99,,BL1 3EH,B,North West,E08000001,Bolton,E08000001,E08000001,370541,410472,Bolton 008,Bolton 008B,Al Huda Academy,0,,E02000991,E01004867,,53.58999354883380,-2.44651478979025
861,Stoke-on-Trent,North Road Academy,Independent schools,Mixed,Islam,168.0,87.0,81.0,,North Road,,Stoke-on-trent,32,Staffordshire,ST6 2BP,F,West Midlands,E06000021,Stoke-on-Trent,E06000021,E06000021,387588,349354,Stoke-on-Trent 011,Stoke-on-Trent 011A,Naeem Bashir,0,,E02002961,E01014249,,53.04131052183050,-2.1865709004772100
211,Tower Hamlets,Date Palm Primary,Independent schools,Mixed,,233.0,112.0,121.0,,80-82 Greenfield Road,London,,99,,E1 1EJ,H,London,E09000030,Tower Hamlets,E09000030,E09000030,534349,181496,Tower Hamlets 021,Tower Hamlets 021G,Date Palm Primary School Ltd,GB,United Kingdom,E02000884,E01035686,,51.51641823526990,-0.06516188992244130
925,Lincolnshire,Burton Hathow Preparatory School,Independent schools,Mixed,,103.0,54.0,49.0,,Saxilby Road,Burton,Lincoln,99,,LN1 2BB,E,East Midlands,E07000142,West Lindsey,E10000019,E10000019,492348,374745,West Lindsey 009,West Lindsey 009F,Burton Hathow Preparatory School,0,,E02005500,E01034707,,53.26167759097760,-0.6170156927381050
213,Westminster,Eifa International School,Independent schools,Mixed,,131.0,77.0,54.0,,36 Portland Place,Marylebone,London,99,,W1B 1LS,H,London,E09000033,Westminster,E09000033,E09000033,528832,181753,Westminster 013,Westminster 013A,L'Ecole Internationale Franco-Anglaise Ltd,0,,E02000972,E01004715,,51.52001176871260,-0.14453294696531600
213,Westminster,Halcyon London International School,Independent schools,Mixed,,165.0,94.0,71.0,,33 Seymour Place,,London,99,,W1H 5AU,H,London,E09000033,Westminster,E09000033,E09000033,527649,181229,Westminster 012,Westminster 012B,Halcyon London International School,0,,E02000971,E01004658,,51.51557101380780,-0.16176369172427400
211,Tower Hamlets,The Complete Works,Independent schools,Mixed,,97.0,64.0,33.0,,"1st Floor, Universal House",London,,99,,E1 7SA,H,London,E09000030,Tower Hamlets,E09000030,E09000030,533943,181560,Tower Hamlets 015,Tower Hamlets 015A,The Complete Works Ltd,GB,United Kingdom,E02000878,E01004306,,51.517089681504300,-0.07098526925800820
916,Gloucestershire,Edward Jenner School,Independent schools,Mixed,,42.0,27.0,15.0,,The Elms,Gloucester,Gloucester,13,Gloucestershire,GL1 3NZ,K,South West,E07000081,Gloucester,E10000013,E10000013,383837,218818,Gloucester 002,Gloucester 002C,Amanda Brookes,GB,United Kingdom,E02004637,E01022311,,51.86770143418350,-2.2361461405857300
317,Redbridge,Read Academy Education,Independent schools,Mixed,,290.0,163.0,127.0,,34-38 Mansfield Road,Essex,Ilford,12,Essex,IG1 3BD,H,London,E09000026,Redbridge,E09000026,E09000026,543364,186883,Redbridge 029,Redbridge 029D,Read Academy Education,GB,United Kingdom,E02000779,E01003788,,51.562609631598100,0.06686595861583200
352,Manchester,Sol Christian Academy,Independent schools,Mixed,,34.0,20.0,14.0,,115,,,99,,M12 6EL,B,North West,E08000003,Manchester,E08000003,E08000003,385489,397671,Manchester 055,Manchester 055E,Kingdom Trust,0,,E02006912,E01033661,,53.47556454123400,-2.2200974241876000
330,Birmingham,Aspire Ap School,Independent schools,Mixed,,12.0,7.0,5.0,,Hall Green Baptist Church,Hall Green,Birmingham,37,West Midlands,B28 9EJ,F,West Midlands,E08000025,Birmingham,E08000025,E08000025,410635,281714,Birmingham 108,Birmingham 108C,Ecclesia International,GB,United Kingdom,E02001934,E01009035,,52.43330184428970,-1.8450015169299800
206,Islington,London Scandinavian School,Independent schools,Mixed,,31.0,15.0,16.0,,Curran House,,London,99,,N5 1RN,H,London,E09000019,Islington,E09000019,E09000019,531566,184822,Islington 013,Islington 013B,Peter Melbye,GB,United Kingdom,E02000566,E01002740,,51.546961705027900,-0.10400501927899000
